"Compound_name","Outcome","SMR","LabuteASA","NumLipinskiHBA","NumHBD","NumAmideBonds","NumAtoms","NumAromaticRings","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","kappa2","kappa3","slogp_VSA12","smr_VSA1","smr_VSA2","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA13","MQN2","MQN8","MQN10","MQN11","MQN13","MQN14","MQN17","MQN23","MQN26","MQN27","MQN28","MQN30","MQN36","MQN42"
"HALAZEPAM","1.0",86.80800000000002,140.92392743578242,3,0,1,36,2,2,0,0,3.7977221555403076,2.7524120752797505,7.119153271956091,5.287392139003392,3.5626250527525696,2.580309051326884,6.279638833640708,3.4321744567954244,11.600939890232516,17.96578232709628,0,13.171245143024459,0,41.932775232540564,0,3,0,1,0,7,1,7,0,5,1,0,10,2,1
"PROCYCLIDINE","1.0",87.20480000000006,128.71805572199384,2,1,0,50,1,1,1,1,5.5620799354198915,4.225874328966346,8.791698804439266,6.92396197208195,5.5620799354198915,4.225874328966346,6.933140526690529,3.4898666476003646,0,5.106527394840706,0,0,0,49.59430021108608,0,0,0,1,0,6,0,3,1,1,2,0,14,2,0
"CEFPODOXIME","0.0",101.6329,167.09740247724017,11,3,2,45,1,0,0,0,6.030721071605386,4.745414175436653,7.909302466817334,5.74471729051392,4.017196739046832,2.8703766509049014,8.160572842435915,3.5497531361301253,23.098670827325854,29.064590484592852,0,0,23.098670827325854,5.15571272675054,11.814359458703011,0,3,6,0,12,4,3,3,7,5,3,5,1,1
"THIOGUANINE","0.0",43.48579999999999,66.6798429593036,5,3,0,16,2,0,0,0,1.6205314904465429,1.1145736773850097,2.9604936974186558,2.0523112099474443,1.3143452725986455,0.85979190781096,2.0257943511578227,0.8742647691024565,12.217873443046695,0,0,4.9839785209472085,0,12.217873443046695,0,0,1,0,0,1,1,5,3,2,0,0,5,1,1
"tibolone","0.0",90.49280000000005,139.2801469135596,2,1,0,51,0,0,2,4,7.933899595139202,6.715922987131906,9.320725221500483,8.81541691236596,7.933899595139202,6.715922987131906,4.962497905256656,1.9555471707233982,0,9.901064578912528,0,0,6.423349895620259,30.914117778375427,0,0,0,2,0,4,1,1,1,5,1,0,8,3,3
"NIZOFENONE","1.0",111.72790000000003,173.25162182618942,7,0,0,50,3,2,0,0,5.120018736269665,3.3593584350431267,9.284247449153321,6.442393915862517,4.7904305152296205,3.1378036628462485,8.980206303714526,4.360025796398313,11.600939890232516,9.717848232889493,0,0,0,37.581148426536984,5.687386274683562,0,2,3,0,12,2,8,0,6,3,3,10,2,0
"CYCLANDELATE","0.0",78.07780000000005,120.50923630607711,3,1,0,44,1,1,1,1,3.967956280234722,3.348345088708388,7.30763352455075,6.785451080177296,3.967956280234722,3.348345088708388,5.961066034374057,3.825397329793695,0,14.637927532712578,0,0,0,51.10304694137992,0,0,0,3,0,8,1,3,1,5,1,2,8,2,0
"MEPERIDINE","1.0",71.48400000000005,108.74495199529125,3,0,0,39,1,1,0,0,3.833145599225725,2.63732442988571,6.6014897174883655,4.971878290712084,3.833145599225725,2.63732442988571,5.527843562409225,2.410642396490399,0,9.53140013787187,0,0,0,30.33183534230805,0,0,0,2,0,6,1,3,0,3,2,1,9,2,0
"camostat","0.0",106.73630000000004,167.45462854996785,9,3,1,51,2,2,0,0,3.7374048672641202,2.1754845691391482,8.623523711202772,6.275121537867913,3.7374048672641202,2.1754845691391482,9.882287391971392,6.979773615043378,0,23.85733745981556,5.409283605791522,0,0,12.13273413692322,5.907179729351506,0,4,5,0,14,4,6,3,7,5,5,8,2,0
"CINOLAZEPAM","1.0",92.08080000000002,148.1446121779913,5,1,1,38,2,2,0,0,4.054097883291346,2.8708849128622735,7.516754020842534,5.390681981077533,3.819000780503609,2.6987818889094064,7.012788592123132,3.24644412378572,11.600939890232516,14.291479626587348,5.261891554738487,5.261891554738487,0,23.733674027155736,5.907179729351506,1,1,2,0,7,1,7,1,5,3,0,8,2,1
"FLEROXACIN","0.0",90.76830000000004,146.58994438188668,6,1,0,44,2,1,0,0,4.604943091600363,3.216320468394096,8.1268711177512,6.266898086195344,4.604943091600363,3.216320468394096,6.986799011094744,3.0256462698611455,0,23.07230972193699,0,0,0,0,0,3,0,3,0,9,2,5,1,7,2,1,6,3,1
"Levomethadyl acetate","1.0",107.27500000000008,157.53776158367776,3,0,0,57,2,2,0,0,5.305427098854339,3.7579888386092613,9.361125993144361,7.226483350816363,5.305427098854339,3.7579888386092613,8.996215204344972,4.336144776515299,0,9.53140013787187,0,0,0,67.58740788430673,0,0,1,2,0,14,1,6,0,6,3,4,10,2,0
"ROSOXACIN","0.0",84.07230000000004,126.03153360125792,5,1,0,36,3,1,0,0,3.66609890008893,2.52827046978004,6.9241190445723815,4.93088354647048,3.66609890008893,2.52827046978004,5.442554214930466,2.2635111143177777,0,9.901064578912528,0,0,0,6.06636706846161,0,0,0,3,0,5,2,8,1,4,1,1,9,3,1
"OXAMNIQUINE","0.0",77.88960000000003,117.89204272305251,6,3,0,41,1,1,0,0,3.565774945640181,2.474794320652017,6.918891034092606,5.496176119775028,3.565774945640181,2.474794320652017,6.193785728925466,3.260635028318344,0,10.029838443658377,0,0,0,13.847474399381248,5.687386274683562,0,2,3,0,9,1,3,3,5,3,2,5,2,1
"THIETHYLPERAZINE","1.0",118.96500000000003,171.65197722380918,3,0,0,56,2,2,0,0,7.366339375846171,5.599048365358571,9.965332279480313,7.282438542326973,5.360128635398389,3.8303782579519017,8.907737578262504,4.478379346875707,23.52376989878223,0,0,0,11.761884949391115,30.818356286004956,0,0,0,0,0,8,0,6,0,2,5,0,12,4,2
"OXYPERTINE","1.0",114.93870000000004,166.40472795377121,5,1,0,57,3,2,0,0,5.795328531596958,4.172104879585238,9.948428030721242,7.395566729767273,5.795328531596958,4.172104879585238,8.147990042005372,3.669724860055883,0,9.473725907600098,0,0,0,18.19910120538483,0,0,0,2,0,9,0,8,1,3,4,0,12,3,1
"CHLORAZEPATE","1.0",83.58650000000002,130.8081634782516,5,2,1,33,2,2,0,0,3.5173899206811425,2.445280349834671,6.528710755640767,4.7636622682755885,3.282292817893404,2.2731773258818047,5.614350648689528,2.582566362815448,11.600939890232516,14.69560176298435,0,0,0,41.932775232540564,5.907179729351506,0,0,3,0,4,2,7,2,4,0,1,10,2,1
"IDARUBICIN","0.0",123.79060000000003,205.80867593146763,10,5,0,63,2,2,0,2,7.496460472410176,5.423009541947898,11.71298147642043,9.797579369129792,7.496460472410176,5.423009541947898,8.462359358435075,3.5617243684826523,0,44.283447039178384,0,0,0,24.26546827384644,0,0,1,8,1,10,3,6,5,10,1,1,8,5,3
"eltrombopag","0.0",128.07080000000002,190.04647974935327,8,3,1,55,3,3,0,0,5.467419049685377,3.4614611827698307,10.226913887328514,7.730839263532277,5.467419049685377,3.4614611827698307,8.583164147225665,4.182084924575336,0,19.802129157825057,0,15.211727575433978,0,30.33183534230805,0,0,2,4,0,10,3,10,3,7,2,1,11,3,0
"MEFLOQUINE","0.0",82.34850000000003,144.58372974718378,3,2,0,42,2,1,0,0,4.515544520122087,3.2583650873791994,8.083158392900815,6.295218249915576,4.515544520122087,3.2583650873791994,6.69608628988195,3.6358416318100404,0,31.449017680889625,0,26.34249028604892,0,18.553555759849232,0,6,0,1,0,11,0,5,2,7,0,1,10,3,1
"TOREMIFENE","0.0",124.62800000000003,178.9521705412056,2,0,0,57,3,3,0,0,4.970185872450959,3.520330193792325,9.967003279441032,7.200701467470044,4.781203635946346,3.3313479572877114,10.847804995000011,5.961916895376913,11.600939890232516,4.736862953800049,0,0,11.600939890232516,72.79640482153933,0,0,1,1,0,12,1,9,0,3,5,3,14,3,0
"tizanidine","0.0",66.35240000000002,100.86221513104599,5,2,0,24,2,1,0,0,3.152174806970943,2.288106948651809,4.805415760557732,3.3364461905298404,2.294634562519513,1.5457812834800015,3.8766446423441536,1.5953329067710489,23.32912723543113,0,0,8.747079962832899,0,11.600939890232516,0,0,1,0,0,3,0,6,2,1,1,0,9,1,1
"gefitinib","0.0",118.15370000000003,184.64229675297275,7,1,0,55,3,2,0,0,5.372672716505979,3.6221681335690095,10.115515540858027,7.152408395570779,5.083026254841415,3.4416255033402687,10.08499225416898,5.330841061237727,11.600939890232516,18.60100390907497,0,0,0,11.600939890232516,0,1,1,2,1,11,0,8,1,3,6,0,13,4,1
"ANISOTROPINE","0.0",81.33840000000006,123.81153503746617,3,0,0,52,0,0,0,0,5.6757072204130985,4.264267572452289,8.52365054203243,7.318651041602151,5.6757072204130985,4.264267572452289,6.464569148167891,3.1858971033843373,0,14.014430995566496,0,0,0,26.689117645233267,0,0,0,2,0,11,1,0,0,5,5,2,4,1,2
"TRIAMCINOLONE DIACETATE","0.0",115.88160000000003,196.72251286136984,8,2,0,65,0,0,3,4,8.975699319756615,7.3107861497844,11.589631267444117,10.568320875135122,8.975699319756615,7.3107861497844,7.812620009868033,3.086801125193764,0,43.25534448124361,0,0,0,18.572861836593773,0,1,0,8,0,13,4,2,2,11,3,3,7,3,3
"nalfurafine","0.0",129.09060000000005,204.5162280232958,7,2,1,67,2,1,2,3,9.537992324054619,7.6703009557785995,12.876878406119276,11.235411777000644,9.537992324054619,7.6703009557785995,7.36968077915331,2.881433780750332,0,24.161605864606628,0,0,0,6.06636706846161,0,0,1,3,2,9,2,5,2,4,3,2,14,4,6
"LORCAINIDE","0.0",108.81500000000005,161.11654298333008,3,0,1,53,2,2,0,0,5.4181577427540235,3.8022076120735213,9.399527996826903,7.26342345583733,5.166181427414539,3.6762194544037787,8.698036455478109,4.656605882936001,11.600939890232516,4.794537184071822,0,0,0,41.932775232540564,0,0,1,1,0,9,1,6,0,4,1,3,13,3,0
"OXYBUTYNIN","0.0",103.43680000000008,157.0930059401228,4,1,0,57,1,1,1,1,5.318610081038095,3.6104373597728556,9.756389182464309,6.858416459076319,5.318610081038095,3.6104373597728556,10.350622675469163,5.092752969019969,0,14.637927532712578,0,0,0,75.28264324817862,0,0,1,3,0,13,1,3,1,4,7,2,10,2,0
"LOXAPINE","1.0",93.23500000000006,140.49828898753762,4,0,0,41,2,2,0,0,4.531945714709632,3.125975454406505,7.795559720687934,5.936002409980856,4.296848611921894,2.9538724304536377,5.870760385193409,2.799077045717136,11.600939890232516,4.736862953800049,0,0,0,23.733674027155736,0,0,0,0,1,3,0,7,0,2,0,0,13,3,2
"ISOCARBOXAZID","1.0",61.98790000000003,98.78003970703834,5,2,1,30,2,1,0,0,2.197861213213662,1.359842779917616,5.259569926948031,3.6160786696816354,2.197861213213662,1.359842779917616,5.267645730243811,3.154498750525064,0,9.31763212104517,0,0,0,35.4884985994335,5.907179729351506,0,2,1,1,6,1,5,2,2,3,1,8,1,0
"ranolazine","0.0",121.92150000000005,184.11434738005943,7,2,1,64,2,2,0,0,5.546914270523046,3.7984129883907034,10.70627852316958,8.007428146877194,5.546914270523046,3.7984129883907034,11.134736906161526,6.685904957192955,0,19.374790486512627,0,0,0,30.33183534230805,0,0,1,4,0,14,1,6,2,5,6,2,11,3,0
"Dextropropoxyphene","1.0",102.36700000000008,151.17281946928114,3,0,0,54,2,2,0,0,4.591690458029646,3.3462784428861188,8.936435244973138,6.908804651468354,4.591690458029646,3.3462784428861188,8.816460640135487,4.925366990837758,0,9.53140013787187,0,0,0,74.51114508399735,0,0,1,2,0,13,1,6,0,5,4,3,10,2,0
"KETOCONAZOLE","0.0",137.5959999999999,219.8154299542199,8,0,1,64,3,2,0,0,7.061402531950629,5.149636173075099,11.881445949707725,8.96097820439875,6.513596420674591,4.59717525878387,10.682485378298802,5.466468508597956,23.20187978046503,19.005126045471968,0,0,0,29.26824684892664,0,0,0,2,2,11,1,8,0,4,3,1,18,3,0
"chloroxoquinoline","0.0",49.57870000000001,73.79750395910412,2,1,0,18,2,1,0,0,1.9557147174229375,1.319769195111244,3.5418238559720896,2.531827397464895,1.7206176146351988,1.1476661711583764,2.64378837480827,1.101619066030409,11.600939890232516,0,0,0,0,11.600939890232516,0,0,0,1,0,1,1,5,1,2,0,0,6,2,1
"iloperidone","1.0",115.49250000000005,180.45800914510946,6,0,0,58,3,2,0,0,5.882626504269932,4.131390229399159,10.638505983074275,7.948050148185474,5.882626504269932,4.131390229399159,9.472927578394605,4.875991972693159,0,23.181773076320088,0,0,0,5.156663257125445,0,1,0,3,1,11,1,8,0,4,5,1,12,3,1
"STAVUDINE","0.0",56.19550000000002,90.8057122504419,6,2,0,28,1,0,0,0,2.404585781181263,1.5261335743589577,4.882808579574711,3.611230981313145,2.404585781181263,1.5261335743589577,4.070238064132969,1.8434062253001617,0,9.843390348640755,0,0,0,6.076020106833881,5.559266895052007,0,0,3,1,4,2,4,2,4,1,0,5,1,0
"BENAZEPRIL","0.0",116.85950000000004,181.56401268043666,7,2,1,59,2,2,0,0,5.3802581621523675,3.879279540226937,10.569217818775247,7.533669097430891,5.3802581621523675,3.879279540226937,10.72357598678224,5.917223965783452,0,24.22700190085622,0,0,0,48.53093654769288,0,0,1,5,0,12,3,6,2,5,6,3,11,2,1
"PHENACEMIDE","1.0",47.87210000000001,75.73902654339508,4,2,3,23,1,1,0,0,1.4701251425194297,0.9628628251620143,3.8147138087681833,2.5748023602712653,1.4701251425194297,0.9628628251620143,4.25165629289157,3.3740189600689456,0,9.589074368143644,0,0,0,30.33183534230805,0,0,2,2,0,5,2,3,2,3,2,2,5,1,0
"EFAVIRENZ","0.0",69.78870000000002,122.96330506828973,3,1,1,30,1,1,1,1,3.507403438782295,2.223999770694546,6.211506968949373,4.926981826340496,3.272306335994556,2.0518967467416798,4.567094032752005,2.422136888883137,11.600939890232516,22.702645280896334,0,13.171245143024459,0,17.521374209088158,5.601050810983688,3,0,1,1,7,1,3,1,5,2,0,7,2,1
"frovatriptan","1.0",71.68930000000002,105.55732458576142,4,3,1,35,2,1,0,1,3.880611145915436,2.816734083291337,6.293111648248416,4.935118361859757,3.880611145915436,2.816734083291337,4.137177457043261,1.6926714527581224,0,4.794537184071822,0,0,0,0,0,0,2,1,0,4,1,5,3,3,1,1,7,2,2
"falecalcitriol","0.0",124.80040000000008,208.51735711914637,3,3,0,74,0,0,3,3,9.12494163384998,7.004480671618289,12.817222435446705,11.389278619518201,9.12494163384998,7.004480671618289,10.446143035906042,5.578124269875907,0,41.66207247057104,0,26.34249028604892,0,44.572376449642775,5.601050810983688,6,0,3,0,19,3,0,3,12,5,1,7,2,1
"NIZATIDINE","0.0",88.89010000000003,132.556997487961,7,1,0,42,1,0,0,0,4.3000619103632856,3.294601028358961,6.480130455238581,4.610876386143347,2.424982861764272,1.530536332172225,9.693109211628691,7.978995375108025,23.098670827325854,4.923311048817671,0,11.761884949391115,11.336785877934737,0,6.544756405912575,0,4,2,0,14,2,2,1,5,8,3,3,0,0
"EMTRICITABINE","0.0",56.32120000000001,94.23244507909335,6,2,0,26,1,0,0,0,3.236559432960894,2.2796652389109076,4.536181086396356,3.2001239282397402,2.1269880477485112,1.348977527510052,4.39854613917551,2.036045870227899,11.761884949391115,14.233805396315574,0,4.9839785209472085,11.761884949391115,0,0,1,1,2,1,5,1,3,2,4,1,0,5,1,0
"ANISINDIONE","0.0",70.83800000000002,110.37902405921264,3,0,0,31,2,2,0,1,3.431495559646283,2.442025086962962,6.035363604179642,4.4802577630579705,3.431495559646283,2.442025086962962,4.354055670865322,1.7447889729042254,0,14.325937321943691,0,0,0,36.39820241076966,0,0,0,3,0,3,2,6,0,3,1,0,8,2,1
"FLUCYTOSINE","0.0",29.228099999999998,49.537647281372706,4,2,0,13,1,0,0,0,0.7890592362281651,0.39411917656301126,2.2063453810209417,1.4388091395919715,0.7890592362281651,0.39411917656301126,1.8479763724759504,1.042170728106469,0,4.39041504767482,0,4.9839785209472085,0,0,0,1,1,1,0,2,1,3,2,3,0,0,3,1,0
"TRIFLUPROMAZINE","1.0",92.18600000000005,143.81170243296214,2,0,0,43,2,2,0,0,5.070343721694061,3.867695487147862,7.764675459413465,6.058516997176811,3.9400753428601347,2.7915886657851248,6.685385672949385,3.5428423640245885,11.761884949391115,13.171245143024459,0,13.171245143024459,0,23.894619086314336,0,3,1,0,0,10,0,6,0,5,3,1,8,3,2
"Rivastigmine","1.0",72.87200000000004,109.1456747046272,4,0,1,40,1,1,0,0,3.106269995299429,1.4438745698274502,6.146546065726553,4.594220566209061,3.106269995299429,1.4438745698274502,6.400759172821562,3.736466243331034,0,9.53140013787187,0,0,0,12.13273413692322,0,0,2,2,0,11,1,3,0,6,2,4,4,1,0
"canagliflozin","0.0",116.41820000000001,183.55567620489728,5,4,0,56,3,2,0,0,6.883373467538643,4.902104237124311,10.116907701877851,7.885037409678975,5.749066212560924,3.8658648520070584,9.159724143365281,4.572313434191385,11.336785877934737,29.553387580837693,0,0,11.336785877934737,30.33183534230805,0,1,0,4,1,11,0,8,4,6,2,0,11,3,0
"lorcaserin","1.0",56.44070000000003,84.1034109484405,1,1,0,27,1,1,0,0,2.895570242642082,2.0843348689381096,4.761949974245322,3.6983073821433927,2.6604731398543433,1.9037922387093686,3.68572552572852,1.8673993216553098,11.600939890232516,0,0,0,0,24.59104415838475,0,0,0,0,0,2,0,3,1,2,0,0,7,1,1
"GATIFLOXACIN","0.0",99.62600000000005,154.88650039420975,7,2,0,49,2,1,1,1,5.257984230316978,3.8595871392129726,9.089625736995947,7.253094634208646,5.257984230316978,3.8595871392129726,6.525466670851624,2.9344163360412665,0,19.028342580387395,0,0,0,0,0,1,0,4,0,8,2,5,2,6,1,1,8,3,1
"FAMOTIDINE","0.0",83.15939999999999,124.28559613101791,9,5,0,35,1,0,0,0,4.0785427535230125,3.2094734130015192,5.262739032601902,3.5828531804932453,1.7903274595990637,1.108436351007456,7.422318703285096,7.275833665396974,23.098670827325854,8.417796984328938,5.409283605791522,20.179681933720055,15.734496871016162,0,0,0,6,2,0,11,4,2,5,6,6,2,3,0,0
"levothyroxine","0.0",124.806,192.83410168388073,5,3,0,35,2,2,0,0,6.288412896827963,5.71628439646219,6.508726202957994,4.875032577165965,3.041202753486286,1.8880137645780013,8.854709094425365,5.198827082606244,90.36348250827223,19.74445492755328,0,0,0,0,0,0,1,4,0,12,1,6,3,8,2,2,4,2,0
"ATORVASTATIN","0.0",157.24659999999972,238.4573239468712,7,4,1,76,4,3,0,0,6.929700520922144,5.203120086669143,13.673333101244207,10.41314078342409,6.929700520922144,5.203120086669143,13.391123510541881,7.279067288565614,0,29.299071600340582,0,0,0,62.37841094707413,5.907179729351506,1,1,5,0,19,2,11,4,8,5,5,14,3,0
"blonanserin","1.0",109.83400000000005,161.76099111554132,3,0,0,57,2,1,0,1,6.085493495320469,4.385425004557672,10.50387249644738,7.795678859525098,6.085493495320469,4.385425004557672,8.385901386106529,4.158839382593423,0,4.39041504767482,0,0,0,31.898114582465862,0,1,0,0,0,5,0,6,0,2,1,0,16,3,1
"TERBUTALINE","0.0",62.48710000000005,95.55361924607269,4,4,0,35,1,1,0,0,2.1353803393486994,1.3311355836319578,5.2379401084679476,4.9294424311890115,2.1353803393486994,1.3311355836319578,4.718527703418083,4.082142092621231,0,15.319582184522117,0,0,0,0,0,0,1,3,0,10,0,3,4,6,2,1,3,1,0
"NILUTAMIDE","0.0",68.19510000000001,121.39754663752484,7,1,3,32,1,1,0,0,3.100709803072433,2.032318028141528,5.972804434360316,5.152036182254974,3.100709803072433,2.032318028141528,4.681462447745509,2.4680661151087757,0,27.683630559985772,0,13.171245143024459,0,0,11.594566004035068,3,1,4,0,9,3,3,1,9,0,1,4,1,0
"ibrutinib","0.0",126.73540000000007,190.87267990844026,8,1,1,57,4,2,0,0,5.853475237486833,4.241172497550341,10.871604573870941,7.974613838059621,5.853475237486833,4.241172497550341,8.738936643266053,4.025546244811654,0,9.53140013787187,0,5.098681808301038,0,24.77803688898333,0,0,1,2,0,7,2,11,1,3,2,1,17,4,1
"CARPHENAZINE","1.0",123.21730000000004,183.21450727947692,5,1,0,61,2,2,0,0,7.13625942496487,5.354243086286904,10.96545247201249,7.941100099403575,6.005991046130944,4.278136264924167,9.964619695145712,4.723604085569182,11.761884949391115,9.901064578912528,0,0,0,36.884723354466566,0,0,0,2,0,10,1,6,1,3,6,1,12,4,2
"metformin","0.0",37.22349999999999,53.85436592037309,5,3,0,20,0,0,0,0,0.6586079420610543,0.22228474935575288,2.3925978534394785,1.754702944038712,0.6586079420610543,0.22228474935575288,2.9071056558917943,3.33347181008902,0,0,5.409283605791522,4.992404732635669,0,0,0,0,5,0,0,6,2,0,3,5,1,3,0,0,0
"PIRAZOLAC","0.0",85.30780000000001,136.3072666994268,4,1,0,35,3,2,0,0,3.607772430111403,2.406079141327618,6.8496242271114545,4.987863098693895,3.355796114771919,2.280090983657875,6.219781113547346,3.402622045369806,11.600939890232516,14.291479626587346,0,5.098681808301038,0,23.733674027155736,0,1,0,2,0,7,1,8,1,4,1,1,10,2,0
"ROSIGLITAZONE","0.0",98.06570000000004,150.1263042625256,6,1,2,44,2,1,0,0,4.828643915856269,3.317674170447824,7.970246977974652,5.689229353363518,3.847245029583824,2.457996495281307,8.023966431445743,4.727774936477984,11.761884949391115,14.325937321943691,0,0,0,29.960986154775945,5.239211713172287,0,1,3,0,8,2,6,1,3,4,1,11,2,0
"ANASTROZOLE","0.0",82.84400000000004,130.38501715597528,5,0,0,41,2,1,0,0,3.806342776131406,2.135511262150881,7.081841118667594,6.4852788982281595,3.806342776131406,2.135511262150881,5.614350648689528,3.1495534314097644,0,0,10.523783109476973,15.62246491777801,0,18.19910120538483,0,0,2,0,0,10,0,5,0,6,3,0,7,1,0
"MEPYRAMINE","1.0",86.83500000000006,126.5310105628008,4,0,0,44,2,1,0,0,3.3228949525527596,2.0874524402550465,7.12449114022735,5.260842245147286,3.3228949525527596,2.0874524402550465,7.643445481761465,4.756111211982377,0,4.736862953800049,0,0,0,18.19910120538483,0,0,2,1,0,10,0,6,0,3,4,2,9,2,0
"ZAFIRLUKAST","0.0",156.9096999999997,239.06555499453577,9,2,2,74,4,3,1,1,8.925832574203156,6.549592612452296,13.496744547905285,10.33746807036613,7.434620430843322,5.328071818818363,11.660599325964185,6.221701040970508,0,27.480597260072678,0,0,0,24.26546827384644,15.930470882759089,0,2,6,0,14,4,11,2,7,5,2,15,3,1
"Pergolide","1.0",96.88470000000007,137.2078727191193,2,1,0,48,2,1,0,1,6.37960863859316,5.512673850921707,8.632855143912714,7.013684382043451,5.574870784468798,4.7997773113037745,5.934405613799897,2.296634279562432,11.761884949391115,0,0,11.761884949391115,0,19.056471336613846,0,0,0,0,0,6,0,5,1,2,4,0,8,3,4
"DICLOXACILLIN","0.0",111.678,185.40972809852855,8,2,2,47,2,1,0,0,7.452353079790339,6.094901423031122,8.986130625712592,7.608304417636977,5.250881696594148,3.89305360823083,7.176983153246343,3.069591186676107,34.963764729856145,24.013233884029518,0,0,11.761884949391115,34.42491010605209,5.907179729351506,0,1,4,1,11,3,5,2,9,1,2,6,1,1
"modafinil","1.0",76.93080000000003,114.45899066938324,3,1,1,34,2,2,0,0,4.391203422272844,3.3436966365494816,5.936114206312558,4.192800284492706,2.7520533515289682,1.9752175568881236,6.292224923974355,3.513486019754681,0,9.00343567623629,0,0,0,60.6636706846161,0,0,1,2,0,6,2,6,1,3,1,3,10,2,0
"moclobemide","1.0",71.04420000000003,111.86819617698775,4,1,1,35,1,1,0,0,3.1756798319498696,1.9816307809877824,6.0940605446158775,4.216807087555041,2.923703516610385,1.85564262331804,6.731296123262332,3.978426224070977,11.600939890232516,9.53140013787187,0,0,0,11.600939890232516,5.907179729351506,0,1,1,1,6,1,3,1,2,3,1,9,2,0
"rilpivirine","0.0",110.3174,163.36982087786694,6,2,0,46,3,2,0,0,4.084129267476338,2.797703699327793,8.634992692373334,6.196774902361961,4.084129267476338,2.797703699327793,8.481357421874998,4.513971839222243,0,0,10.523783109476973,15.50776163042418,0,0,0,0,4,0,0,9,1,9,2,4,6,0,10,3,0
"NOVOBIOCIN","0.0",158.92099999999982,252.32981968130505,13,5,2,80,3,2,0,0,7.325660893907065,5.062779157953823,13.716007538225622,11.217664128049751,7.325660893907065,5.062779157953823,12.564101184019577,6.490928505265244,0,48.2732593049193,0,0,0,11.64912463690315,5.907179729351506,0,2,9,2,20,4,8,5,13,6,3,7,4,1
"agomelatine","1.0",72.88770000000005,106.7627077363739,3,1,1,35,2,2,0,0,2.9478896131780328,2.0347067767570364,6.005654169683152,4.237165652814864,2.9478896131780328,2.0347067767570364,5.537230752231387,2.800137565088521,0,9.53140013787187,0,0,0,24.26546827384644,0,0,1,2,0,7,1,5,1,3,4,1,6,2,1
"MEDAZEPAM","1.0",81.67000000000003,117.90085701256339,2,0,0,34,2,2,0,0,3.6126180471715656,2.5631389522080017,6.36458243377375,4.679379129992219,3.377520944383827,2.391035928255134,5.058996539792387,2.3605098855358997,11.600939890232516,0,0,0,0,41.932775232540564,0,0,0,0,0,3,0,7,0,2,0,0,11,2,1
"Tacrine","1.0",62.797400000000025,89.12654363324862,2,1,0,29,2,1,0,1,3.2134542843653042,2.4097492408598846,5.520345780470944,4.174981740863543,3.2134542843653042,2.4097492408598846,3.227788294250364,1.2857183673861365,0,0,0,0,0,18.19910120538483,0,0,1,0,0,1,0,5,1,1,0,0,9,3,2
"FLUOXYMESTERONE","0.0",89.07260000000004,142.87574856242594,3,2,0,53,0,0,3,4,8.60425432467324,6.791062146186476,9.39413289989904,9.437625842274516,8.60425432467324,6.791062146186476,4.701543119221814,1.7185038372287482,0,19.39800702142805,0,0,0,19.420578929450514,0,1,0,3,0,6,1,1,2,7,0,0,8,3,3
"Ramelteon","1.0",74.62070000000004,113.89409146956329,3,1,1,40,1,1,0,1,4.320488655193871,3.349491389219999,7.334099086663818,5.441292864336085,4.320488655193871,3.349491389219999,5.235691048605129,2.3370155623420126,0,9.53140013787187,0,0,0,12.990104268152233,0,0,1,1,1,6,1,3,1,2,4,1,7,1,2
"AMPRENAVIR","0.0",133.2327,206.82012241368042,9,3,1,70,2,2,0,0,7.5509785806795,5.518242736398511,11.774216697613843,9.183711000465621,5.705116055463034,3.896700423269242,12.345732221204479,7.9265893890495,0,27.79258747084156,0,4.305215991296234,0,44.179309741689295,0,0,3,5,1,17,3,6,3,7,5,5,13,2,0
"loxoprofen","0.0",68.54480000000004,106.82732894782079,3,1,0,36,1,1,1,1,3.7633509534004634,2.473191926516963,6.420201328348099,5.0610960664788855,3.7633509534004634,2.473191926516963,5.3375938913020615,2.780762010897773,0,14.69560176298435,0,0,0,24.26546827384644,0,0,0,3,0,6,2,3,1,4,1,2,7,1,0
"FOSFOMYCIN TROMETHAMINE","0.0",26.37909999999999,46.628257253340294,4,2,0,15,0,0,0,0,2.215126600817188,1.4247948780119721,2.2228611988962075,1.820855736331978,1.0105410605816383,0.5273099060918831,1.5443532196325054,1.0879143974071968,7.595762326787885,19.08873444423633,0,0,0,0,0,0,0,3,1,4,1,0,2,4,0,0,1,0,0
"TYROPANOATE","0.0",113.25150000000002,171.16853664808895,4,2,1,40,1,1,0,0,6.302783297405194,6.095733164897983,7.00264412599949,4.953458319684058,3.2990526333849672,2.0144517078296547,9.598631425244744,5.461917549716941,67.77261188120417,14.69560176298435,0,0,0,13.847474399381248,0,0,1,3,0,14,2,3,2,8,5,3,1,1,0
"FENOFIBRATE","0.0",97.26150000000005,152.26143512671686,4,0,0,46,2,2,0,0,3.682219940535412,2.260548223800246,7.992740171530877,6.426830399492542,3.430243625195927,2.1345600661305038,7.702508411543377,5.068964927820454,11.600939890232516,19.06280027574374,0,0,0,11.600939890232516,0,0,0,4,0,12,2,6,0,7,2,3,8,2,0
